department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,5R01EB018210-03,RPGs - Non SBIR/STTR,9088427,"HOCKING, DENISE C",Ultrasound standing wave fields for vascular tissue engineering,PHARMACOLOGY,SCHOOLS OF MEDICINE,$312.814 ,$154.227 ,467041,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,07.06.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,4R00EY025290-02,RPGs - Non SBIR/STTR,9275061,"YANG, TINGTING",Structure-function Analysis of Bestrophins,PHARMACOLOGY,SCHOOLS OF MEDICINE,$155.625 ,$93.375 ,249000,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,28.06.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,5R01DE019245-08,RPGs - Non SBIR/STTR,8984828,"YULE, DAVID I",An experimental/computational approach for understanding salivary fluid secretion,PHARMACOLOGY,SCHOOLS OF MEDICINE,$297.403 ,$101.077 ,398480,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,21.12.15,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,5F31AI112257-03,Training - Individual,9100619,"CAPECE, TARA",Regulation of integrin LFA-1 during T cell migration and activation,PHARMACOLOGY,SCHOOLS OF MEDICINE,$25.192 ,NA,25192,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,13.06.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,4R01DE014756-14,RPGs - Non SBIR/STTR,9058430,"YULE, DAVID I",Ca2+ and secretory dynamics in salivary acinar cells,PHARMACOLOGY,SCHOOLS OF MEDICINE,$313.266 ,$170.730 ,483996,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,13.05.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,5F32MH103931-03,Training - Individual,9088499,"HEILBRONNER, SARAH RACHEL",Anatomical connections subserving the default mode network,PHARMACOLOGY,SCHOOLS OF MEDICINE,$59.970 ,NA,59970,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,09.07.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,5R01HL117885-03,RPGs - Non SBIR/STTR,8997523,"GLADING, ANGELA J",KRIT1/Rap1 Regulation of Vascular Homeostasis,PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$133.750 ,383750,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,15.01.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,1F31CA206322-01A1,Training - Individual,9191943,"MCGLYNN, KELLY",Mechanism of the methyltransferase Prdm3 in MLL leukemogenesis,PHARMACOLOGY,SCHOOLS OF MEDICINE,$43.576 ,NA,43576,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,27.06.16,NA
PHARMACOLOGY AND PHYSIOLOGY,Rochester,BCMP,4R01GM101023-05,RPGs - Non SBIR/STTR,9036403,"KAMMERMEIER, PAUL J.",Functional and Pharmacological Implications of mGluR Heteromerization,PHARMACOLOGY,SCHOOLS OF MEDICINE,$223.468 ,$108.291 ,331759,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,23.03.16,NA
PUBLIC HEALTH SCIENCES,Rochester,NA,5DP5OD021338-02,RPGs - Non SBIR/STTR,9146426,"HILL, ELAINE L",The Health Consequences of Shale Gas Development,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$250.000 ,$133.958 ,383958,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,07.09.16,NA
PUBLIC HEALTH SCIENCES,Rochester,NA,1UL1TR002001-01,Research Centers,9314023,"KIEBURTZ, KARL D.",The University of Rochesters Clinical and Translational Science Institute,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$2.472.394 ,$1.322.731 ,3795125,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,10.08.16,NA
PUBLIC HEALTH SCIENCES,Rochester,NA,1TL1TR002000-01,Training - Institutional,9314020,"DYE, TIMOTHY DE VER",NRSA Training Core,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$486.186 ,$25.295 ,511481,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,10.08.16,NA
PUBLIC HEALTH SCIENCES,Rochester,NA,1R01AG052451-01A1,RPGs - Non SBIR/STTR,9190973,"CAI, SHUBING",Disparities in Quality of Care for Obese Nursing Home Residents,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$202.861 ,$90.864 ,293725,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,09.08.16,NA
PUBLIC HEALTH SCIENCES,Rochester,NA,4R25GM107739-04,Other Research-Related,9066745,"BARNETT, STEVEN L",Rochester Bridges to the Doctorate for Deaf and Hard of Hearing Students,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$438.049 ,$11.755 ,449804,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,13.05.16,NA
PUBLIC HEALTH SCIENCES,Rochester,NA,1KL2TR001999-01,Other Research-Related,9314014,"HOLLOWAY, ROBERT G.",Institutional Career Development Core,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$503.300 ,$40.264 ,543564,25,ROCHESTER,NEW YORK,14627,Y,UNIV OF ROCHESTER SCH MED & DENT,Domestic Higher Education,10.08.16,NA
BIOCHEMISTRY AND MOLEC BIOLOGY,Nebraska,BCMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOSTATISTICS,Nebraska,DBMI;SB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,5F30AA024676-02,Training - Individual,9145075,"PRICE, MICHAEL E",Alcohol drives S-nitrosylation to impair airway mucociliary clearance,PHYSIOLOGY,SCHOOLS OF MEDICINE,$32.057 ,NA,32057,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,26.07.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,5F30HL118974-03,Training - Individual,9126588,"PELLEGRINO, PETER RICCI",Central Rho-Kinase Inhibition and Ang II-induced Sympatho-excitation,PHYSIOLOGY,SCHOOLS OF MEDICINE,$39.783 ,NA,39783,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,10.08.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,4R01HL116205-04,RPGs - Non SBIR/STTR,9096876,"MISHRA, PARAS KUMAR",Exercise and H2S mitigate homocysteine-mediated beta2-adrenergic receptor dysfunc,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,21.06.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,4R00HL123471-02,RPGs - Non SBIR/STTR,9291573,"CASE, ADAM J",Redox Regulation of T-lymphocytes in Sympathoexcitation-associated Hypertension,PHYSIOLOGY,SCHOOLS OF MEDICINE,$183.448 ,$83.551 ,266999,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,28.08.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,5P01HL062222-17,RPGs - Non SBIR/STTR,9104167,"ZUCKER, IRVING H",Neuro-Circulatory Function in Chronic Heart Failure,PHYSIOLOGY,SCHOOLS OF MEDICINE,$1.077.998 ,$544.389 ,1622387,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,14.07.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,1R01HL126796-01A1,RPGs - Non SBIR/STTR,9027631,"ZUCKER, IRVING H",Cardiac Sympathetic Afferent Denervation and Remodeling in Heart Failure,PHYSIOLOGY,SCHOOLS OF MEDICINE,$329.435 ,$166.365 ,495800,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,18.12.15,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,4R01HL116608-04,RPGs - Non SBIR/STTR,9116274,"ZUCKER, IRVING H",Molecular and Cellular Determinants of the Exercise Pressor Reflex in CHF,PHYSIOLOGY,SCHOOLS OF MEDICINE,$307.166 ,$155.119 ,462285,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,11.07.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,1R01HL121012-01A1,RPGs - Non SBIR/STTR,9104984,"WANG, HANJUN",BDNF and the Exercise Pressor Reflex in Heart Fail.ure,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,06.04.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,4R01HL113281-05,RPGs - Non SBIR/STTR,9109667,"MISHRA, PARAS KUMAR","Inflammation, miRNA and autophagy in diabetes",PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,11.07.16,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,Nebraska,NA,5F30DK108456-02,Training - Individual,9188464,"WANG, BANGCHEN",Net K Secretion in Thick Ascending Limb of Mice on Low Na High K Diet,PHYSIOLOGY,SCHOOLS OF MEDICINE,$32.131 ,NA,32131,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,08.09.16,NA
ENVIRONMENTAL AGRICULTURAL AND OCCUPATIONAL HEALTH,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPIDEMIOLOGY,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENETICS CELL BIOLOGY AND ANATOMY,Nebraska,NA,5R21OD019930-02,RPGs - Non SBIR/STTR,9111085,"NORGREN, ROBERT B.",Exome screening and directed breeding of rhesus for human genetic disease models,GENETICS,SCHOOLS OF MEDICINE,$221.679 ,$26.193 ,247872,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,28.06.16,NA
GENETICS CELL BIOLOGY AND ANATOMY,Nebraska,NA,1K22CA188181-01A1,Other Research-Related,8890426,"GHOSAL, GARGI",Roles of Spartan in translesion synthesis and UV-induced carcinogenesis,GENETICS,SCHOOLS OF MEDICINE,$123.980 ,$9.918 ,133898,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,21.07.16,NA
GENETICS CELL BIOLOGY AND ANATOMY,Nebraska,NA,1R01AR070242-01,RPGs - Non SBIR/STTR,9160868,"DUDLEY, ANDREW T",Cell biological mechanisms that regulate development of cartilage architecture,GENETICS,SCHOOLS OF MEDICINE,$220.000 ,$111.100 ,331100,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,20.06.16,NA
GENETICS CELL BIOLOGY AND ANATOMY,Nebraska,NA,5P20GM103427-15,Research Centers,9095398,"TURPEN, JAMES B",Nebraska Research Network in Functional Genomics,GENETICS,SCHOOLS OF MEDICINE,$2.956.330 ,$481.699 ,3438029,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,25.04.16,NA
PATHOLOGY AND MICROBIOLOGY,Nebraska,Mb,5P01AI083211-08,RPGs - Non SBIR/STTR,9108832,"BAYLES, KENNETH W.",Staphylococcal Biofilm and Disease,PATHOLOGY,SCHOOLS OF MEDICINE,$1.459.116 ,$513.911 ,1973027,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,27.06.16,NA
PATHOLOGY AND MICROBIOLOGY,Nebraska,Mb,1R01AI125589-01,RPGs - Non SBIR/STTR,9159348,"BAYLES, KENNETH W.",The molecular control of bacterial programmed cell death,PATHOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,24.05.16,NA
PATHOLOGY AND MICROBIOLOGY,Nebraska,Mb,1U01HG009455-01,RPGs - Non SBIR/STTR,9161358,"CAMPBELL, WALTER SCOTT","Deploying ONC national Standards in Support of Metadata for Big Data Research Warehouse Management of Repurposed Laboratory, Pathology & Patient Findings Data From the EHR.",PATHOLOGY,SCHOOLS OF MEDICINE,$298.080 ,$150.530 ,448610,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,22.09.16,NA
PATHOLOGY AND MICROBIOLOGY,Nebraska,Mb,1R56NS098756-01,RPGs - Non SBIR/STTR,9293871,"KIELIAN, TAMMY L",Mechanistic insights into Juvenile Neuronal Ceroid Lipofuscinosis using targeted gene delivery,PATHOLOGY,SCHOOLS OF MEDICINE,$257.278 ,$129.925 ,387203,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,08.07.16,NA
PATHOLOGY AND MICROBIOLOGY,Nebraska,Mb,5R01AI105147-02,RPGs - Non SBIR/STTR,8960854,"WANG, GUANGSHUN",Database designed novel anti-MRSA peptides,PATHOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,03.11.15,NA
PATHOLOGY AND MICROBIOLOGY,Nebraska,Mb,5R01HL118408-05,RPGs - Non SBIR/STTR,9024611,"SUN, KEER",Oxidative Burst in Influenza and MRSA Co-infection,PATHOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,24.02.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,7R01AI113883-03,RPGs - Non SBIR/STTR,9094549,"BYRAREDDY, SIDDAPPA N",Role of HIV Env glycosylation in mucosal transmission,PHARMACOLOGY,SCHOOLS OF MEDICINE,$492.517 ,$244.916 ,737433,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,13.06.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5R01MH106425-02,RPGs - Non SBIR/STTR,9105443,"BUCH, SHILPA J",PDGF-CC Mediated Reversal of Synaptodendritic Injury in HAND,PHARMACOLOGY,SCHOOLS OF MEDICINE,$322.902 ,$130.300 ,453202,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,24.05.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4U24MH100925-04,Other Research-Related,9061824,"FOX, HOWARD S.",NNTC Data Coordinating Center,PHARMACOLOGY,SCHOOLS OF MEDICINE,$982.790 ,$171.054 ,1153844,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,24.02.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01AG043540-04,RPGs - Non SBIR/STTR,9114014,"GENDELMAN, HOWARD E",SMART HAND,PHARMACOLOGY,SCHOOLS OF MEDICINE,$415.800 ,$209.979 ,625779,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,13.06.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,1R01DA043138-01,RPGs - Non SBIR/STTR,9236010,"BUCH, SHILPA J",HIV Tat & cocaine-mediated alterations in microglial migration & activation involve epigenetic reulation of miRNAs,PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,19.08.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01DA036157-04,RPGs - Non SBIR/STTR,9033103,"GUO, MINGLEI",HIV Tat & Cocaine-Mediated induction of Astrogliosis: Role of ER Stress in HAND,PHARMACOLOGY,SCHOOLS OF MEDICINE,$247.500 ,$124.987 ,372487,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,22.03.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5R01MH103220-03,RPGs - Non SBIR/STTR,9114171,"WILSON, TONY W.",Neurophysiological markers of HAND and the impact of aging: Evidence from MEG,PHARMACOLOGY,SCHOOLS OF MEDICINE,$295.890 ,$135.894 ,431784,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,17.05.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,3P30MH062261-15S1,Research Centers,9261084,"FOX, HOWARD S.",Chronic HIV infection and Aging in NeuroAIDS (CHAIN) Center,PHARMACOLOGY,SCHOOLS OF MEDICINE,$609.806 ,$253.269 ,863075,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,09.06.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01MH060252-12,RPGs - Non SBIR/STTR,8995685,"MONAGHAN, DANIEL T",Development and Pharmacology of Positive Allosteric Modulators of NMDA Receptors,PHARMACOLOGY,SCHOOLS OF MEDICINE,$299.552 ,$57.974 ,357526,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,27.01.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01NS034239-22,RPGs - Non SBIR/STTR,9096221,"GENDELMAN, HOWARD E",Neuroprotective Immunity and HIV Dementia,PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$121.250 ,371250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,17.06.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5F31NS090880-02,Training - Individual,9020107,"WILSHUSEN, REBECCA",T cell-mediated mechanisms of neurodegeneration in models of Parkinsons disease,PHARMACOLOGY,SCHOOLS OF MEDICINE,$40.648 ,NA,40648,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,22.01.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01NS036126-20,RPGs - Non SBIR/STTR,9040267,"GENDELMAN, HOWARD E",Nanomedicine and NeuroAIDS,PHARMACOLOGY,SCHOOLS OF MEDICINE,$448.921 ,$226.705 ,675626,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,21.03.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,1R01DA041751-01,RPGs - Non SBIR/STTR,9119462,"BUCH, SHILPA J",The combinatorial effects of Opiates and the emerging promoter-variant strains of HIV-1 subtype C on HIV neuropathogensis and latency,PHARMACOLOGY,SCHOOLS OF MEDICINE,$546.584 ,$198.255 ,744839,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,04.08.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5R03NS094071-02,RPGs - Non SBIR/STTR,9087368,"HUANG, YUNLONG",Targeting FOX03a with TIC10 to eradicate HIV-1 from CNS reservoirs,PHARMACOLOGY,SCHOOLS OF MEDICINE,$50.000 ,$25.250 ,75250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,09.05.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5R21MH106422-02,RPGs - Non SBIR/STTR,8995690,"FOX, HOWARD S.",Elucidating the role of exosomal miR-21 in SIV/HIV neurological dysfunction,PHARMACOLOGY,SCHOOLS OF MEDICINE,$125.000 ,$63.125 ,188125,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,25.11.15,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,3U24MH100925-04S1,Other Research-Related,9339009,"FOX, HOWARD S.",NNTC Data Coordinating Center,PHARMACOLOGY,SCHOOLS OF MEDICINE,$51.827 ,$26.173 ,78000,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,27.09.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5R01DA040397-02,RPGs - Non SBIR/STTR,9114046,"BUCH, SHILPA J",HIV Tat & Morphine induce mircroglial migration & activation via release of miR-9 & 138,PHARMACOLOGY,SCHOOLS OF MEDICINE,$329.175 ,$166.233 ,495408,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,26.05.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01DA033150-05,RPGs - Non SBIR/STTR,9000139,"BUCH, SHILPA J",PDGF-BB Reverses Impaired Neurogenesis Mediated by Tat and Cocaine,PHARMACOLOGY,SCHOOLS OF MEDICINE,$222.750 ,$108.034 ,330784,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,17.12.15,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,5R21DA041018-02,RPGs - Non SBIR/STTR,9145166,"POLUEKTOVA, LARISA Y",Humanized Mice as a Tool to Monitor HIV Brain Reservoirs and Effects of Substance Abuse,PHARMACOLOGY,SCHOOLS OF MEDICINE,$123.752 ,$62.494 ,186246,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,26.07.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,1R01DA043258-01,RPGs - Non SBIR/STTR,9253885,"CIBOROWSKI, PAWEL S","Macrophage, Meth, HIV and Histones: An Interplay",PHARMACOLOGY,SCHOOLS OF MEDICINE,$431.788 ,$192.859 ,624647,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,31.08.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,1R03DA041917-01A1,RPGs - Non SBIR/STTR,9204071,"WILSON, TONY W.",The impact of marijuana use on brain and cognitive function in HIV-infected patients,PHARMACOLOGY,SCHOOLS OF MEDICINE,$101.730 ,$51.374 ,153104,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,26.07.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,1R01DA042379-01,RPGs - Non SBIR/STTR,9174587,"YELAMANCHILI, SOWMYA",Role of extracellular vesicles in methamphetamine mediated neurotoxicity,PHARMACOLOGY,SCHOOLS OF MEDICINE,$238.647 ,$120.517 ,359164,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,31.08.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01DA035203-04,RPGs - Non SBIR/STTR,9012060,"BUCH, SHILPA J",Opiate induced SIV-Neuropathogenesis: Role of miRNA-29b in the Periphery-CNS Cro,PHARMACOLOGY,SCHOOLS OF MEDICINE,$360.538 ,$74.272 ,434810,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,08.02.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01MH094160-05,RPGs - Non SBIR/STTR,8984914,"KANMOGNE, GEORGETTE D.",HIV Genetic Diversity and Viral Neuropathogenesis,PHARMACOLOGY,SCHOOLS OF MEDICINE,$390.299 ,$150.145 ,540444,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,18.12.15,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,1R01NS097195-01,RPGs - Non SBIR/STTR,9146113,"ZHENG, JIALIN CHARLES",Glutaminase and its neurotoxic link to HAND,PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$126.250 ,376250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,23.09.16,NA
PHARMACOLOGY AND EXPERIMENTAL NEUROSCIENCE,Nebraska,BCMP,4R01NS077873-05,RPGs - Non SBIR/STTR,9044834,"XIONG, HUANGUI HANK",Microglial ion channels and HIV-1-associated dementia,PHARMACOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$121.250 ,371250,2,OMAHA,NEBRASKA,68198,Y,UNIV OF NEBRASKA COLLEGE OF MEDICINE,Domestic Higher Education,25.04.16,NA
