department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5F30AR070639-02,Training - Individual,9320002,"HEITMAN, NICHOLAS",Cellular and Molecular Mechanisms of Dermal Sheath Formation and Function,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,39264,NA,39264,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,29.06.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5F99CA212489-02,Other Research-Related,9355607,"KIM, HUEN SUK",System analysis of p53 mutant associated cancer development with LFS patient- specific iPSCs,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,41724,NA,41724,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,08.08.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01DE024748-03,RPGs - Non SBIR/STTR,9306018,"KRAUSS, ROBERT S",Molecular and Developmental Analysis of Holoprosencephaly,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,246883,169392,416275,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,20.07.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01AR070231-02,RPGs - Non SBIR/STTR,9303950,"KRAUSS, ROBERT S",Cadherin-Dependent Regulation of Satellite Cell Function,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,243337,166980,410317,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,02.06.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,7R01GM089979-08,RPGs - Non SBIR/STTR,9335904,"MARLOW, FLORENCE LOUISE",Oocyte polarity and mRNA localization in Zebrafish,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,212355,147587,359942,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,17.08.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01GM102811-06,RPGs - Non SBIR/STTR,9330192,"MLODZIK, MAREK",Planar Cell Polarity regulation by transmembrane proteins,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,217300,149174,366474,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,17.08.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01GM104241-04,RPGs - Non SBIR/STTR,9240642,"MLODZIK, MAREK",Ubiquitin-like protein modifications in planar cell polarity,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,190000,132050,322050,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,08.03.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01EY013256-17,RPGs - Non SBIR/STTR,9325515,"MLODZIK, MAREK",Retinal Patterning During Eye Development,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,2e+05,135880,335880,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,18.08.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01HL119404-04,RPGs - Non SBIR/STTR,9244832,"MOORE, KATERI A",Programming Hematopoiesis,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,250000,173750,423750,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,01.04.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01AR063151-05,RPGs - Non SBIR/STTR,9321800,"RENDL, MICHAEL",Exploring How Dermal Papilla Precursors Regulate Hair Follicle Formation,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,212500,146602,359102,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,06.07.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01AR071047-02,RPGs - Non SBIR/STTR,9353288,"RENDL, MICHAEL",Specification and Molecular Control of the Hair Follicle Inductive Mesenchyme,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,220000,151309,371309,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,24.07.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R01GM116657-03,RPGs - Non SBIR/STTR,9278239,"SOKOL, SERGEI",Nanobodies as markers and tools for studies of Xenopus embryonic development,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,220000,152900,372900,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,25.05.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,1R35GM122492-01,RPGs - Non SBIR/STTR,9275763,"SOKOL, SERGEI",Regulation of cell polarity by Wnt signaling,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,276424,192115,468539,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,01.08.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,1R21OD023204-01,RPGs - Non SBIR/STTR,9227603,"SOKOL, SERGEI",Proximity- and complementation-based analysis of signaling complexes,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,118750,82531,201281,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,05.09.17
CELL DEVELOPMENTAL AND REGENERATIVE BIOLOGY,Mount Sinai-Icahn,CB;SCRB,5R21HD087722-02,RPGs - Non SBIR/STTR,9294111,"WANG, JIANLONG",Catalytic Activity Independent Functions of TET Proteins in Pluripotency,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,150000,104250,254250,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10029",Domestic Higher Education,11.07.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5R00HG007583-05,RPGs - Non SBIR/STTR,9317356,"GEHLENBORG, NILS",Visualization of (Epi)Genomic Data for Discovery of Disease-Associated Variants,MISCELLANEOUS,SCHOOLS OF MEDICINE,138973,96586,235559,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,20.07.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,1R21CA220147-01,RPGs - Non SBIR/STTR,9382013,"KHARCHENKO, PETER V",Single-cell analysis of tumor-microenvironment interactions in follicular lymphoma,MISCELLANEOUS,SCHOOLS OF MEDICINE,96800,57407,154207,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,24.07.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5R01HL131768-03,RPGs - Non SBIR/STTR,9276104,"KHARCHENKO, PETER V",Statistical methods for analysis of single-cell variability,MISCELLANEOUS,SCHOOLS OF MEDICINE,363587,120434,484021,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,26.05.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5U01HG007530-04,RPGs - Non SBIR/STTR,9189727,"KOHANE, ISAAC S",Coordinating Center for the Undiagnosed Diseases Network,MISCELLANEOUS,SCHOOLS OF MEDICINE,2419308,1029151,2404964,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,22.11.16
BIOMEDICAL INFORMATICS,Harvard,DBMI,3U54HG007963-04S1,Research Centers,9486101,"KOHANE, ISAAC S",Patient-Centered Information Commons,MISCELLANEOUS,SCHOOLS OF MEDICINE,383481,266519,650000,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,05.07.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5U54HG007963-04,Research Centers,9292351,"KOHANE, ISAAC S",Patient-Centered Information Commons,MISCELLANEOUS,SCHOOLS OF MEDICINE,2349493,415473,2764966,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,12.05.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,3U54HG007963-04S2,Research Centers,9552427,"KOHANE, ISAAC S",Patient-Centered Information Commons,MISCELLANEOUS,SCHOOLS OF MEDICINE,823771,572520,1396291,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,07.09.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,3U01HG007530-04S1,RPGs - Non SBIR/STTR,9551761,"KOHANE, ISAAC S",Coordinating Center for the Undiagnosed Diseases Network,MISCELLANEOUS,SCHOOLS OF MEDICINE,1140404,759596,1900000,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,14.09.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,3U01HG007530-04S2,RPGs - Non SBIR/STTR,9552293,"KOHANE, ISAAC S",Coordinating Center for the Undiagnosed Diseases Network,MISCELLANEOUS,SCHOOLS OF MEDICINE,1095946,686631,1782577,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,15.09.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,1OT3OD025466-01,Other,9560017,"KOHANE, ISAAC S",Patient-Centric Information Commons under FAIR Principles (PIC-FAIR),MISCELLANEOUS,SCHOOLS OF MEDICINE,210311,NA,210311,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,26.09.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5P50MH106933-04,Research Centers,9320861,"KOHANE, ISAAC S",Neuropsychiatric Genome-Scale and RDOC Individualized Domains (N-GRID),MISCELLANEOUS,SCHOOLS OF MEDICINE,2609811,688682,3298493,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,28.07.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5U01CA200059-03,RPGs - Non SBIR/STTR,9341178,"PARK, PETER J",4D Nucleome Network Data Coordination and Integration Center,MISCELLANEOUS,SCHOOLS OF MEDICINE,1517658,904506,2422164,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,31.08.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5U01CA198935-03,RPGs - Non SBIR/STTR,9302319,"PARK, PETER J",Visual Analysis of Genomic and Clinical Data from Large Patient Cohorts,MISCELLANEOUS,SCHOOLS OF MEDICINE,289210,200519,489729,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,19.05.17
BIOMEDICAL INFORMATICS,Harvard,DBMI,5R21ES025052-03,RPGs - Non SBIR/STTR,9185324,"PATEL, CHIRAG J",Increasing the power of GxE detection by using multi-locus genome-wide predictors,MISCELLANEOUS,SCHOOLS OF MEDICINE,104000,34750,138750,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,01.12.16
BIOMEDICAL INFORMATICS,Harvard,DBMI,5R00ES023504-04,RPGs - Non SBIR/STTR,9198769,"PATEL, CHIRAG J",Data-driven identification of environmental factors in cardiovascular disease,MISCELLANEOUS,SCHOOLS OF MEDICINE,143178,99509,242687,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,22.12.16
BIOMEDICAL INFORMATICS,Harvard,DBMI,5U01GM112623-03,RPGs - Non SBIR/STTR,9198989,"WEBER, GRIFFIN M",Modeling scientific workforce dynamics using social network analysis,MISCELLANEOUS,SCHOOLS OF MEDICINE,295197,116114,411311,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,26.12.16
BIOMEDICAL INFORMATICS,Harvard,DBMI,5U01CA198934-03,RPGs - Non SBIR/STTR,9282601,"WEBER, GRIFFIN M",Visualizing healthcare system dynamics in biomedical Big Data,MISCELLANEOUS,SCHOOLS OF MEDICINE,348148,123780,464822,7,BOSTON,MASSACHUSETTS,Y,"BOSTON, MASSACHUSETTS 02115",Domestic Higher Education,30.05.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,1R01LM012734-01,RPGs - Non SBIR/STTR,9427058,"ALBERS, DAVID J",Mechanistic Machine Learning,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,508582,190079,698661,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,20.09.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,5R01GM114355-02,RPGs - Non SBIR/STTR,9199581,"ELHADAD, NOEMIE",Extended Methods and Software Development for Health NLP,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,671292,127535,798827,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,02.02.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,2T15LM007079-26,Other,9262402,"HRIPCSAK, GEORGE M",Training in Biomedical Informatics at Columbia University,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,637546,36973,668235,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,29.06.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,5R01LM006910-18,RPGs - Non SBIR/STTR,9336962,"HRIPCSAK, GEORGE M",Discovering and Applying Knowledge in Clinical Databases,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,276063,161732,437795,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,14.09.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,3T15LM007079-26S1,Other,9531559,"HRIPCSAK, GEORGE M",Training in Biomedical Informatics at Columbia University,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,92593,7407,100000,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,08.09.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,1G08LM012689-01,Other Research-Related,9403469,"KUKAFKA, RITA",Conexion: A localized information resource for a low-income Hispanic community,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,99697,NA,99697,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,12.09.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,5F99CA212478-02,Other Research-Related,9355606,"LADEWIG, ERIK",Evolutionary Heterogeneity of High Grade Glioma,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,41110,NA,41110,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,12.07.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,1R56DK113189-01,RPGs - Non SBIR/STTR,9458267,"MAMYKINA, OLENA",Dynamically Tailoring Interventions for Problem-Solving in Diabetes Self-Management Using Self-Monitoring Data - a Randomized Controlled Trial,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,110000,66000,176000,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,26.04.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,5R01GM107145-04,RPGs - Non SBIR/STTR,9282587,"TATONETTI, NICHOLAS P",Drug Effect Discovery Through Data Mining and Integrative Chemical Biology,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,306438,178207,484645,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,25.04.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,2R01LM009886-08A1,RPGs - Non SBIR/STTR,9332989,"WENG, CHUNHUA",Bridging the Semantic Gap Between Research Eligibility Criteria and Clinical Data,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,399863,203830,603693,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,15.09.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,3U01HG008680-03S1,RPGs - Non SBIR/STTR,9481412,"WENG, CHUNHUA",OMOP information model for eMERGE phenotyping,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,27000,16200,43200,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,07.09.17
BIOMEDICAL INFORMATICS,Columbia-Vagelos,DBMI,5U01HG008680-03,RPGs - Non SBIR/STTR,9284508,"WENG, CHUNHUA",Columbia GENIE (GENomic Integration with Ehr),INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,538936,319757,858693,13,NEW YORK,NEW YORK,Y,"NEW YORK, NEW YORK 10032",Domestic Higher Education,31.05.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,1R03CA222446-01,RPGs - Non SBIR/STTR,9433329,"BROCK, GUY",A cohesive statistical approach for missing values in high-dimensional metabolomics data,MISCELLANEOUS,SCHOOLS OF MEDICINE,124062,44377,168439,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,20.09.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,1F30CA217006-01,Training - Individual,9327388,"FATEHCHAND, KAVIN",Analysis of the novel phenomenon of antibody-mediated fratricide in Acute Myeloid Leukemia,MISCELLANEOUS,SCHOOLS OF MEDICINE,39139,NA,39139,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,10.03.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,5R01CA134451-08,RPGs - Non SBIR/STTR,9277412,"GURCAN, METIN NAFI",Computer-based assessment of tumor microenvironment (TME) in Follicular Lymphoma,MISCELLANEOUS,SCHOOLS OF MEDICINE,159359,74895,234254,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,22.05.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,5R01AI116975-03,RPGs - Non SBIR/STTR,9262844,"HEBERT, COURTNEY L",Automation and Multi-Site Validation of a Personalized Empiric Antibiotic Advisor,MISCELLANEOUS,SCHOOLS OF MEDICINE,261851,123573,385424,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,14.04.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,5U01CA188547-03,RPGs - Non SBIR/STTR,9278131,"HUANG, KUN",Informatics Links Between Histological Features and Genetics in Cancer,MISCELLANEOUS,SCHOOLS OF MEDICINE,325617,59916,385533,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,27.04.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,1R03CA222428-01,RPGs - Non SBIR/STTR,9433047,"MATHE, EWY A",A comprehensive gene and metabolite pathway database for improving interpretation of metabolomics data,MISCELLANEOUS,SCHOOLS OF MEDICINE,1e+05,55167,155167,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,18.09.17
BIOMEDICAL INFORMATICS,Ohio State,DBMI,5R21CA198228-02,RPGs - Non SBIR/STTR,9256446,"PARVIN, JEFFREY D",BRCA1 interacting proteins important for DNA repair,MISCELLANEOUS,SCHOOLS OF MEDICINE,108750,49931,158681,3,COLUMBUS,OHIO,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,17.03.17
CENTER FOR BIOMEDICAL INFORMATICS RESEARCH,Stanford,DBMI,5R01EB020527-03,RPGs - Non SBIR/STTR,9205239,"GEVAERT, OLIVIER",Radiogenomics Framework for Non-Invasive Personalized Medicine,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,314177,189458,503635,18,STANFORD,CALIFORNIA,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,06.02.17
CENTER FOR BIOMEDICAL INFORMATICS RESEARCH,Stanford,DBMI,5F31LM012354-02,Training - Individual,9341951,"MALLORY, EMILY KATHRYN",Integrating literature and experimental data for druggability methods,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,35527,NA,35527,18,STANFORD,CALIFORNIA,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,30.08.17
CENTER FOR BIOMEDICAL INFORMATICS RESEARCH,Stanford,DBMI,5U54AI117925-04,Research Centers,9268511,"MUSEN, MARK A",Center for Expanded Data Annotation and Retrieval (CEDAR) - Overall,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,2397373,1048309,3256105,18,STANFORD,CALIFORNIA,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,24.04.17
BIOMEDICAL INFORMATICS AND MEDICAL EDUCATION,U Washington,DBMI,2T15LM007442-16,Other,9263791,"DEMIRIS, GEORGE",Biomedical and Health Informatics Training Program,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,544559,34660,492410,7,SEATTLE,WASHINGTON,Y,"SEATTLE, WASHINGTON 98195-9472",Domestic Higher Education,27.06.17
BIOMEDICAL INFORMATICS AND MEDICAL EDUCATION,U Washington,DBMI,3T15LM007442-15S1,Other,9386141,"DEMIRIS, GEORGE",Biomedical and Health Informatics Training Program,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,5012,401,5413,7,SEATTLE,WASHINGTON,Y,"SEATTLE, WASHINGTON 98195-9472",Domestic Higher Education,15.11.16
BIOMEDICAL INFORMATICS AND MEDICAL EDUCATION,U Washington,DBMI,5R01LM011969-04,RPGs - Non SBIR/STTR,9335453,"GENNARI, JOHN H",Physiological Knowledge Integration and Recombinant Modeling Via Accelerated Sema,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,281588,117593,399181,7,SEATTLE,WASHINGTON,Y,"SEATTLE, WASHINGTON 98195-9472",Domestic Higher Education,01.09.17
BIOMEDICAL INFORMATICS AND MEDICAL EDUCATION,U Washington,DBMI,5K01HG008180-04,Other Research-Related,9298688,"KORNGIEBEL, DIANE",Ethically responsible clinical decision support for Lynch Syndrome screening,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,108917,7806,116723,7,SEATTLE,WASHINGTON,Y,"SEATTLE, WASHINGTON 98195-9472",Domestic Higher Education,06.07.17
BIOMEDICAL INFORMATICS AND MEDICAL EDUCATION,U Washington,DBMI,5R21HL128875-03,RPGs - Non SBIR/STTR,9328146,"LUO, GANG",Predicting Appropriate Admission of Bronchiolitis Patients in the Emergency Room,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,83601,46067,129668,7,SEATTLE,WASHINGTON,Y,"SEATTLE, WASHINGTON 98195-9472",Domestic Higher Education,19.06.17
MEDICAL INFORMATION SCIENCE,Illinois,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOMEDICAL SCIENCES,Illinois,DBMI,5R01AI116441-03,RPGs - Non SBIR/STTR,9249483,"KALYANASUNDARAM, RAMASWAMY",EVALUATION OF A LYMPHATIC FILARIASIS VACCINE IN NON-HUMAN PRIMATES,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,485668,121424,607092,7,CHICAGO,ILLINOIS,Y,UNIVERSITY OF ILLINOIS COL OF MEDICINE,Domestic Higher Education,12.04.17
BIOMEDICAL SCIENCES,Illinois,DBMI,1R03CA212890-01A1,RPGs - Non SBIR/STTR,9377994,"MUNIRATHINAM, GNANASEKAR",Overcoming EMT-driven metastatic castration-resistant prostate cancer,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,50000,29950,79950,7,CHICAGO,ILLINOIS,Y,UNIVERSITY OF ILLINOIS COL OF MEDICINE,Domestic Higher Education,27.06.17
CENTER FOR BIOSTATISTICS AND EPIDEMIOLOGY,Temple-Katz,DBMI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOMEDICAL DATA SCIENCE,Dartmouth-Geisel,DBMI,1R01GM123014-01,RPGs - Non SBIR/STTR,9288447,"LI, ZHIGANG",Mediation analysis methods to model human microbiome mediating disease-leading causal pathways in children,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,301731,180343,482074,2,HANOVER,NEW HAMPSHIRE,Y,DARTMOUTH MEDICAL SCHOOL,Domestic Higher Education,12.09.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5U24CA180921-05,Other Research-Related,9324915,"BECICH, MICHAEL JOHN",Advanced Development of TIES-Enhancing Access to Tissue for Cancer Research,MISCELLANEOUS,SCHOOLS OF MEDICINE,569402,136461,705863,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,27.07.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5R01LM011838-04,RPGs - Non SBIR/STTR,9213391,"BOYCE, RICHARD",Addressing gaps in clinically useful evidence on drug-drug interactions,MISCELLANEOUS,SCHOOLS OF MEDICINE,289141,110859,400000,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,29.12.16
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5U54HG008540-04,Research Centers,9281029,"COOPER, GREGORY F",Center for causal Modeling and discovery of Biomedical Knowledge from Big Data,MISCELLANEOUS,SCHOOLS OF MEDICINE,2945247,865312,2885272,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,05.05.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,3U54HG008540-03S2,Research Centers,9404096,"COOPER, GREGORY F",Center for causal Modeling and discovery of Biomedical Knowledge from Big Data,MISCELLANEOUS,SCHOOLS OF MEDICINE,520173,69949,590122,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,04.01.17
BIOMEDICAL INFORMATICS,Pittsburgh,DBMI,5R01GM100387-05,RPGs - Non SBIR/STTR,9246538,"GOPALAKRISHNAN, VANATHI",Transfer Rule Learning with Functional Mapping for Integrative Modeling of Panomics Data,MISCELLANEOUS,SCHOOLS OF MEDICINE,206095,82883,288978,14,PITTSBURGH,PENNSYLVANIA,Y,UNIV OF PITTSBURGH SCH OF MEDICINE,Domestic Higher Education,30.03.17
