department_name,school,harvard_equivalent,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R01AI134988-02,RPGs - Non SBIR/STTR,9608713,"BASU, UTTIYA",9235902,Long noncoding RNA expressing genomic element that control antibody diversification and chromosomal integrity in B cells,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$299.645,$179.787,479432,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.11.18,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,3R01AI099195-08S1,RPGs - Non SBIR/STTR,9964074,"BASU, UTTIYA",9235902,Role of ncRNA Surveillance Complex RNA Exosome in Class Switch Recombination and Somatic Hypermutation,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$214.804,$133.178,347982,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,26.08.19,PA18-591
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R21AI135427-02,RPGs - Non SBIR/STTR,9707756,"DWORKIN, JONATHAN",1938157,Physiological responses to cell wall-active antibiotics in a Gram-positive bacterium,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000,$75.000,200000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,29.04.19,PA16-161
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5F32GM122266-03,Training - Individual,9624775,"FEAGA, HEATHER",14454970,Reversible regulation of ribosome recycling by Ser/Thr phosphorylation,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$61.610,NA,61610,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,30.01.19,PA14-149
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R01AI139217-02,RPGs - Non SBIR/STTR,9703873,"GHOSH, SANKAR",1877914,Understanding the importance of IkB-b as a selective co-activator of NF-kB signaling,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$150.000,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,10.05.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R01CA206556-04,RPGs - Non SBIR/STTR,9631427,"GHOSH, SANKAR",1877914,Understanding the role of ?B-Ras proteins in tumorigenesis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$233.275,$139.965,373240,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,17.01.19,PA13-302
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,4R00AI123350-02,RPGs - Non SBIR/STTR,9817116,"HUANG, YUEFENG",12642367,"The generation, migration and function of inflammatory ILC2s",MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$174.655,$74.341,248996,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,05.02.19,PA15-083
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,1R01AI144808-01,RPGs - Non SBIR/STTR,9728561,"IVANOV, IVAYLO IVANOV",9774059,Non-redundant functions of type 3 innate lymphoid cells in mucosal immunity,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$298.171,$184.866,483037,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,28.03.19,PA18-484
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R01DK098378-07,RPGs - Non SBIR/STTR,9724456,"IVANOV, IVAYLO IVANOV",9774059,Mechanisms of Mucosal Th17 Cell Induction By Segmented Filamentous Bacteria,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$359.827,$223.093,582920,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,07.08.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,1R21AI146817-01,RPGs - Non SBIR/STTR,9808632,"IVANOV, IVAYLO IVANOV",9774059,Discovery of immunomodulatory gut microbes with MAGIC,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000,$73.073,198073,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,03.06.19,PA18-489
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R21AI139775-02,RPGs - Non SBIR/STTR,9720833,"RACANIELLO, VINCENT R",1884177,Mechanism of Zika virus induced corticogenesis defects,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000,$75.000,200000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,17.05.19,PA17-085
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,1R21AI137613-01A1,RPGs - Non SBIR/STTR,9669412,"RACANIELLO, VINCENT R",1884177,Role of astrocyte infection in viral neurovirulence,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$150.000,$93.000,243000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,06.09.19,PA18-489
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5T32GM007367-44,Training - Institutional,9733231,"REINER, STEVEN L",1864040,Medical Scientist Training Program,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$1.257.900,$58.632,1316532,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,13.06.19,PA16-152
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R01AI076458-10,RPGs - Non SBIR/STTR,9636419,"REINER, STEVEN L",1864040,Asymmetric Lymphocyte Division in the Immune Response,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$150.000,400000,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,25.01.19,PA11-260
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,1R21ES030447-01,RPGs - Non SBIR/STTR,9713292,"SYMINGTON, LORRAINE S",1861611,Rad52-dependent recombination in response to replication stress,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000,$77.500,202500,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,15.03.19,PA18-489
MICROBIOLOGY AND IMMUNOLOGY,Columbia-Vagelos,Mb;Imm,1833205,5R35GM126997-02,RPGs - Non SBIR/STTR,9695234,"SYMINGTON, LORRAINE S",1861611,Mechanism and regulation of DNA double-strand break repair,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$386.361,$228.671,615032,13,NEW YORK,NEW YORK,10032,Y,COLUMBIA U COL OF PHYSICIANS & SURGEONS,Domestic Higher Education,21.05.19,PAR17-094
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01AI116119-05,RPGs - Non SBIR/STTR,9604300,"AHMER, BRIAN M",1923206,"Salmonella, colonization resistance, and fructose-asparagine",MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$327.276,$169.349,496625,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,17.12.18,PA13-302
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01AI124121-04,RPGs - Non SBIR/STTR,9635728,"AMER, AMAL O",8964431,Restoring macrophage function in cystic fibrosis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$337.252,$174.021,511273,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,11.01.19,PA13-302
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,3R01AI124121-04S1,RPGs - Non SBIR/STTR,10001254,"AMER, AMAL O",8964431,Restoring macrophage function in cystic fibrosis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$140.000,390000,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,26.08.19,PA13-302
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01AI125560-05,RPGs - Non SBIR/STTR,9701920,"DUBEY, PURNIMA",1931036,Enhancing efficacy of pertussis vaccines,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$254.308,$115.875,370183,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,10.05.19,PA13-302
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5K22AI127072-02,Other Research-Related,9677631,"LIYANAGE, NAMAL",14201079,Retooling Natural killers cells (NK) and mucosal Innate lymphoid cells (ILCs) for an effective HIV vaccine,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$100.000,$8.000,108000,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,05.03.19,PAR14-341
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,1R01AI140741-01A1,RPGs - Non SBIR/STTR,9764792,"LOVETT-RACKE, AMY E",7732301,Defining the Role of Molecules Unique to Encephalitogenic T Cells in MS,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$140.000,390000,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,04.09.19,PA18-484
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,7R01AI118852-05,RPGs - Non SBIR/STTR,9899620,"OLTZ, EUGENE M",1864124,Topological Mechanisms of DNA Break Repair in Lymphocytes,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$140.000,390000,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,07.05.19,PA18-590
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01AI121212-04,RPGs - Non SBIR/STTR,9761425,"ROBINSON, RICHARD",9456426,Regulation of human IL12/IL23 responsiveness by IL12RB1,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$129.920,379920,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,02.05.19,PA18-590
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,1S10OD025008-01A1,Other Research-Related,9708650,"STOODLEY, PAUL",6379235,Structured Illumination Microscope for high resolution imaging of cells and tissues,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$593.440,NA,593440,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,04.09.19,PAR18-600
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01GM124436-02,RPGs - Non SBIR/STTR,9772534,"STOODLEY, PAUL",6379235,The role of Staphylococcus aureus aggregate formation in establishing biofilms in chronic orthopaedic periprosthetic joint infection.,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$378.531,$112.247,490778,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,20.08.19,PA16-160
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01GM120496-04,RPGs - Non SBIR/STTR,9764389,"WEN, HAITAO",10367499,Immunometabolism in microbial sepsis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$183.328,$102.664,285992,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,04.06.19,PA16-160
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,1R01GM135234-01,RPGs - Non SBIR/STTR,9862157,"WEN, HAITAO",10367499,Mitochondrial metabolism in microbial sepsis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$207.000,$115.920,322920,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,13.09.19,PA19-056
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01AI134895-02,RPGs - Non SBIR/STTR,9594139,"WOZNIAK, DANIEL J",1876395,Revisiting alginate paradigms,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$408.894,$123.324,532218,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,29.10.18,PA16-160
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,5R01AI130110-03,RPGs - Non SBIR/STTR,9623322,"YOUNT, JACOB",10644718,Mechanisms of innate resistance to virus infections,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$129.061,379061,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,10.01.19,PA16-160
MICROBIAL INFECTION AND IMMUNITY,Ohio State,Mb;Imm,6218701,1R21AI142256-01A1,RPGs - Non SBIR/STTR,9824994,"YOUNT, JACOB",10644718,Inhibition of cell-to-cell fusion by interferon-induced proteins,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000,$70.000,195000,3,COLUMBUS,OHIO,43210,Y,OHIO STATE UNIVERSITY COL OF MEDICINE,Domestic Higher Education,30.05.19,PA18-047
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AG020961-15,RPGs - Non SBIR/STTR,9627882,"BLAU, HELEN M",1858519,Regulation of Muscle Stem Cell Fate,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$205.000,$125.405,330405,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,18.01.19,PA13-302
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AI129529-02,RPGs - Non SBIR/STTR,9761426,"BOOTHROYD, JOHN C",1894314,Identifying The Machinery That Translocates Toxoplasma Effectors Into The Host Cell,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$347.941,$197.340,545281,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,01.08.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AI130123-02,RPGs - Non SBIR/STTR,9698876,"CARETTE, JAN EDUARD",10508169,Host determinants of adeno-associated virus entry and trafficking,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$142.500,392500,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,22.04.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,1R01AI140186-01A1,RPGs - Non SBIR/STTR,9739687,"CARETTE, JAN EDUARD",10508169,Deciphering the inositol phosphate code in viral pathogenesis and immunity,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$141.250,391250,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,31.01.19,PA18-484
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,1R01AI141970-01,RPGs - Non SBIR/STTR,9642349,"CARETTE, JAN EDUARD",10508169,Host Genes Critical for Flavivirus Infection,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$141.250,391250,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,14.11.18,PA18-484
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,2U19AI057229-16,RPGs - Non SBIR/STTR,9674968,"DAVIS, MARK MORRIS",1884203,"Influenza responses and repertoire in vaccination, infection and tonsil organoids.",MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$2.094.812,$1.124.801,3219613,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,15.03.19,RFAAI17-040
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,1F32AG062119-01A1,Training - Individual,9832074,"HAN, SHUO",14336427,Impact of gut microbiota-derived molecules on mammalian host health and longevity,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$61.610,NA,61610,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,14.08.19,PA18-670
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01CA219994-03,RPGs - Non SBIR/STTR,9752249,"IDOYAGA, JULIANA",9861242,Effect of radiotherapy on dendritic cell subsets: implications for immunotherapy,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$194.000,$111.585,305585,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,06.08.19,RFACA15-008
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,3U01CA199216-04S1,RPGs - Non SBIR/STTR,9952742,"JACKSON, PETER KENT",1883005,Using Protein Interaction Networks and Combinatorial Screens to target KRAS driven cancer,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$419.317,$119.648,538965,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,25.06.19,PAR14-314
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01GM121565-03,RPGs - Non SBIR/STTR,9652734,"JACKSON, PETER KENT",1883005,Ciliary trafficking mechanisms underlying the human genetics of obesity,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$363.064,$208.130,571194,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,17.07.19,PA13-302
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,1F31AI143002-01,Training - Individual,9681862,"LISSNER, MICHELLE",12424070,Determining the role of Hepatocyte Nuclear Factor 4 (HNF4) in infection-induced metabolic dysregulation,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$37.202,NA,37202,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,08.08.19,PA18-671
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,1R56AI142208-01A1,RPGs - Non SBIR/STTR,9987803,"MONACK, DENISE",3124667,Salmonella Expansion in the Gut,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$349.413,$187.835,537248,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,28.08.19,PA18-484
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5T32AI007328-32,Training - Institutional,9703841,"MONACK, DENISE",3124667,Molecular Basis of Host Parasite Interaction,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$401.316,$24.425,424590,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11.06.19,PA16-152
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AI131249-02,RPGs - Non SBIR/STTR,9703892,"MONACK, DENISE",3124667,Mechanisms of Diet-Induced Pathogen Expansion in the Gut,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$142.763,392763,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,24.05.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AI095396-08,RPGs - Non SBIR/STTR,9717185,"MONACK, DENISE",3124667,Molecular Mechanisms of Inflammasome Activation During Salmonella Infections,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$245.579,$139.688,385267,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,20.06.19,PA13-302
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AI116059-05,RPGs - Non SBIR/STTR,9589831,"MONACK, DENISE",3124667,Mechanisms of persistent Salmonella infection,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$250.000,$152.848,402848,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,25.10.18,PA13-302
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01AI069000-12,RPGs - Non SBIR/STTR,9698242,"SARNOW, PETER",1861267,Roles for microRNA-122 and circular RNAs in flavivirus RNA amplification,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$350.000,$199.500,549500,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,10.04.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R37AI047365-20,RPGs - Non SBIR/STTR,9613766,"SARNOW, PETER",1861267,Structure and Function of the Hepatitis C Virus Genome,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$285.607,$172.792,458399,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,26.12.18,PA07-070
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,1R21AI145365-01,RPGs - Non SBIR/STTR,9773511,"SCHNEIDER, DAVID S",1929428,Using colloborative cross mice to monitor resilience to malaria,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$125.000,$72.223,197223,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,24.07.19,PAR18-781
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5R01DK085025-10,RPGs - Non SBIR/STTR,9700643,"SONNENBURG, JUSTIN L",9425987,Impact of Diet on Intestinal Microbiota-Host Dynamics,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$225.000,$128.250,353250,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,23.04.19,PA16-160
MICROBIOLOGY AND IMMUNOLOGY,Stanford,Mb;Imm,8046501,5DP1AT009892-03,RPGs - Non SBIR/STTR,9751214,"SONNENBURG, JUSTIN L",9425987,Defining and Reconstructing the Human Ancestral Microbiome,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$700.000,$399.000,1099000,18,STANFORD,CALIFORNIA,94305,Y,STANFORD UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,18.07.19,RFARM16-005
MICROBIOLOGY AND IMMUNOLOGY,Indiana,Mb;Imm,577806,5T35HL110854-08,Training - Institutional,9652735,"BLUM, JANICE S",1934666,Short-Term Training Program In Biomedical Sciences,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$232.128,$18.570,250698,7,INDIANAPOLIS,INDIANA,46202,Y,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,21.03.19,PA14-016
MICROBIOLOGY AND IMMUNOLOGY,Indiana,Mb;Imm,577806,1R01DK120320-01A1,RPGs - Non SBIR/STTR,9818450,"BOONE, DAVID L",7926651,A new model of ILC3-independent innate colitis,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$223.338,$130.256,353594,7,INDIANAPOLIS,INDIANA,46202,Y,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,09.08.19,PA18-484
MICROBIOLOGY AND IMMUNOLOGY,Indiana,Mb;Imm,577806,3U54DK106846-05S1,Research Centers,9987195,"BROXMEYER, HAL E",3088372,Hematopoietic stem and progenitor cell regulation for enhanced clinical efficacy,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$12.400,$7.254,19654,7,INDIANAPOLIS,INDIANA,46202,Y,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,16.08.19,RFADK14-001
MICROBIOLOGY AND IMMUNOLOGY,Indiana,Mb;Imm,577806,5T32DK007519-34,Training - Institutional,9737917,"BROXMEYER, HAL E",3088372,Regulation of Hematopoietic Cell Production,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$480.033,$36.248,516281,7,INDIANAPOLIS,INDIANA,46202,Y,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,01.07.19,PA14-015
MICROBIOLOGY AND IMMUNOLOGY,Indiana,Mb;Imm,577806,5U54DK106846-05,Research Centers,9752987,"BROXMEYER, HAL E",3088372,Hematopoietic stem and progenitor cell regulation for enhanced clinical efficacy,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$583.829,$335.700,919529,7,INDIANAPOLIS,INDIANA,46202,Y,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,06.08.19,RFADK14-001
