department_name,school,harvard_equivalent,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
CELL BIOLOGY,Duke,CB,2221101,5F31GM122422-02,Training - Individual,9460916,"GARCIA, JAMIE NICOLE",12387285,Mechanisms protecting cell surface integrity in giant vacuolated cells of the notochord,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,35612,NA,35612,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,14.05.18,PA14-148
CELL BIOLOGY,Duke,CB,2221101,5R01GM121317-13,RPGs - Non SBIR/STTR,9543518,"KATSANIS, NICHOLAS",6955055,The Role of Basal Bodies in Wnt Signaling,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,267310,152382,419692,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,27.07.18,PA13-302
CELL BIOLOGY,Duke,CB,2221101,5R01DK072301-14,RPGs - Non SBIR/STTR,9471379,"KATSANIS, NICHOLAS",6955055,Genetic and Functional Studies of Human Ciliary Syndromes,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,292053,172311,464364,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,14.02.18,PA13-302
CELL BIOLOGY,Duke,CB,2221101,5F32EY027997-02,Training - Individual,9483544,"KOH, SEHWON",12309809,How Do Muller Glia Control Circuit-Specific Retinal Synaptogenesis?,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,65158,NA,65158,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,23.07.18,PA16-307
CELL BIOLOGY,Duke,CB,2221101,1F30HL143911-01,Training - Individual,9610795,"KONKIMALLA, ARVIND",14161771,SOX9 Expression Identifies A Novel Alveolar Stem Cell Population,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,49524,NA,49524,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,03.09.18,PA16-305
CELL BIOLOGY,Duke,CB,2221101,5R01NS096096-02,RPGs - Non SBIR/STTR,9415477,"KUO, CHAY TITUS",8910612,Molecular and cellular control of injury-induced astrogenesis,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,372716,125020,497736,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,11.01.18,PA16-160
CELL BIOLOGY,Duke,CB,2221101,5R01NS078192-07,RPGs - Non SBIR/STTR,9545090,"KUO, CHAY TITUS",8910612,Molecular control of ependymal cell plasticity and its contribution to new neuron production in the mammalian brain,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,218750,129063,347813,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,30.08.18,PAS15-029
CELL BIOLOGY,Duke,CB,2221101,5R01MH105416-04,RPGs - Non SBIR/STTR,9380299,"KUO, CHAY TITUS",8910612,Control of Postnatal SVZ Neurogenesis via Cholinergic Circuit Activity,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,250000,147500,397500,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,26.10.17,PA13-302
CELL BIOLOGY,Duke,CB,2221101,5R01GM118630-02,RPGs - Non SBIR/STTR,9412496,"NICCHITTA, CHRISTOPHER V",1858455,Mechanisms of Translational Compartmentalization in Eukaryotic Cells,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,250000,134646,384646,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,17.11.17,PA13-302
CELL BIOLOGY,Duke,CB,2221101,5R01GM101533-06,RPGs - Non SBIR/STTR,9564149,"NICCHITTA, CHRISTOPHER V",1858455,Mechanisms of mRNA Anchoring and Translation Regulation on the Endoplasmic Reticulum,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,196250,110793,307043,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,28.07.18,PA16-160
CELL BIOLOGY,Duke,CB,2221101,5F31DK111137-02,Training - Individual,9484103,"PARK, JIEUN",14240739,Regulation of Luminal Protein Uptake and Trafficking By Lysosome-Rich Enterocytes,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,35936,NA,35936,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12.04.18,PA16-309
CELL BIOLOGY,Duke,CB,2221101,5R21NS096617-02,RPGs - Non SBIR/STTR,9386092,"POSS, KENNETH D",1881084,Regulation of glial bridging during spinal cord regeneration in zebrafish,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,125000,73750,198750,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,10.11.17,PA13-303
CELL BIOLOGY,Duke,CB,2221101,2R01HL081674-14,RPGs - Non SBIR/STTR,9537157,"POSS, KENNETH D",1881084,Regulation of Myocardial Regeneration in Zebrafish,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,335825,200096,535921,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,02.02.18,PA16-160
CELL BIOLOGY,Duke,CB,2221101,5R01HL136182-02,RPGs - Non SBIR/STTR,9397575,"POSS, KENNETH D",1881084,Identification and application of regulatory elements for heart regeneration,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,633643,141657,775300,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,06.12.17,PA13-302
CELL BIOLOGY,Duke,CB,2221101,5R01HL131319-03,RPGs - Non SBIR/STTR,9393337,"POSS, KENNETH D",1881084,Regulation of the Epicardial Injury Response During Heart Regeneration in Zebrafish,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,250000,147500,397500,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,21.12.17,PA13-302
CELL BIOLOGY,Duke,CB,2221101,1F32GM129956-01,Training - Individual,9611924,"RUTHIG, VICTOR A",12663026,DND1 Mediated Posttranscriptional Regulation in Murine Prospermatogonia During G1/G0 Arrest,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,58654,NA,58654,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,07.08.18,PA16-307
CELL BIOLOGY,Duke,CB,2221101,5T32HD040372-17,Training - Institutional,9532912,"SHERWOOD, DAVID R",1930872,Training Program in Developmental & Stem Cell Biology,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,359392,18511,377903,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,30.04.18,PA16-152
CELL BIOLOGY,Duke,CB,2221101,5F32DA043931-02,Training - Individual,9471220,"SLOSKY, LAUREN M",11642158,Biased Agonism at Neurotensin Receptor 1 for the Treatment of Methamphetamine Addiction,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,59038,NA,59038,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,23.04.18,PA16-307
CELL BIOLOGY,Duke,CB,2221101,5R01MH111684-02,RPGs - Non SBIR/STTR,9507921,"SODERLING, SCOTT H",1900807,Molecular Analysis of Developmental Brain Disorders Associated with Synaptic Pathology,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,368891,217646,586537,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,28.02.18,PAR14-309
CELL BIOLOGY,Duke,CB,2221101,5R01MH103374-05,RPGs - Non SBIR/STTR,9415093,"SODERLING, SCOTT H",1900807,"Molecular, Synaptic, and Circuit Basis for Schizophrenia-related Phenotypes",ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,250000,142500,392500,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,09.01.18,PAR11-299
CELL BIOLOGY,Duke,CB,2221101,1R01DA047258-01,RPGs - Non SBIR/STTR,9637987,"SODERLING, SCOTT H",1900807,New Proteomic and Genome Engineering Approaches to Decipher Astrocyte Function at Synapses,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,460729,237547,698276,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,20.09.18,RFADA18-018
CELL BIOLOGY,Duke,CB,2221101,5R01NS102456-02,RPGs - Non SBIR/STTR,9501824,"SODERLING, SCOTT H",1900807,Analysis of Inhibitory Synaptic Proteins Associated with Brain Disorders,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,314101,149419,463520,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,22.06.18,PA16-160
CELL BIOLOGY,Duke,CB,2221101,5F31NS092402-03,Training - Individual,9392203,"SPENCE, ERIN FAITH",11556979,Analysis of Arp2/3 activity as a major driver of dendritic spinogenesis,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,37360,NA,37360,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,21.11.17,PA14-147
CELL BIOLOGY,Duke,CB,2221101,5R00HL127181-04,RPGs - Non SBIR/STTR,9405897,"TATA, PURUSHOTHAMA RAO",11195734,To define the role of SOX9 and Sox9+ cells in alveolar homeostasis and regeneration,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,155077,91495,246572,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,30.01.18,PA14-042
CELL BIOLOGY,Duke,CB,2221101,1F31AR070641-01A1,Training - Individual,9612127,"WOPAT, SUSAN E",12387294,Investigating the role of notochord segmentation in spine morphogenesis,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,36059,NA,36059,1,DURHAM,NORTH CAROLINA,27705,Y,DUKE UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,01.08.18,PA16-309
CANCER BIOLOGY,Wake Forest,NA,9021205,1R21CA218933-01A1,RPGs - Non SBIR/STTR,9512020,"GMEINER, WILLIAM H",1862406,Development of a CF10 Predictive Gene Signature in CRC Organoids.,BIOLOGY,SCHOOLS OF MEDICINE,130500,71775,202275,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,02.02.18,PAR16-176
CANCER BIOLOGY,Wake Forest,NA,9021205,5R00CA175291-05,RPGs - Non SBIR/STTR,9388325,"KERR, BETHANY AMBER",9659252,CD117 Signaling as a Mechanism of Prostate Cancer Metastasis,BIOLOGY,SCHOOLS OF MEDICINE,160645,88355,249000,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,30.11.17,PA11-197
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA193813-05,RPGs - Non SBIR/STTR,9527765,"LIN, HUI-KUAN",9090324,Identification of a new strategy for cancer therapy,BIOLOGY,SCHOOLS OF MEDICINE,228750,125813,354563,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,23.07.18,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA182424-06,RPGs - Non SBIR/STTR,9528504,"LIN, HUI-KUAN",9090324,Novel posttranslational modification in LKB1 activation and cancer development,BIOLOGY,SCHOOLS OF MEDICINE,207500,114125,321625,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,13.07.18,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01NS087169-06,RPGs - Non SBIR/STTR,9460007,"LO, HUI-WEN",7510037,Truncated GLI1 In Glioblastoma,BIOLOGY,SCHOOLS OF MEDICINE,312430,159913,472343,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,26.03.18,PA11-260
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA205941-03,RPGs - Non SBIR/STTR,9275936,"MCNALLY, LACEY R",8230129,Non-invasive detection of tumor extracellular pH using multispectral optoacoustic tomography,BIOLOGY,SCHOOLS OF MEDICINE,228750,125813,354563,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,21.02.18,PAR13-137
CANCER BIOLOGY,Wake Forest,NA,9021205,3R01EB020125-04S1,RPGs - Non SBIR/STTR,9750320,"MCNALLY, LACEY R",8230129,Deep Learning in the context of Multispectral optoacoustic tomography Administrative supplement,BIOLOGY,SCHOOLS OF MEDICINE,86000,47300,133300,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,13.09.18,PA18-591
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01EB020125-04,RPGs - Non SBIR/STTR,9524826,"MCNALLY, LACEY R",8230129,Theranostic nanoparticles for detection and treatment of pancreatic cancer,BIOLOGY,SCHOOLS OF MEDICINE,251946,126321,378267,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,29.06.18,PAR13-185
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA212350-02,RPGs - Non SBIR/STTR,9494558,"MCNALLY, LACEY R",8230129,Stroma targeted theranostic nanoparticles for pancreatic cancer,BIOLOGY,SCHOOLS OF MEDICINE,228750,125813,354563,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,15.05.18,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA194064-04,RPGs - Non SBIR/STTR,9385743,"MING, XIN",10525211,Combination Therapy of OvCA with Oligonucleotides and Photodynamic Therapy,BIOLOGY,SCHOOLS OF MEDICINE,183000,100650,283650,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,16.11.17,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA193437-03,RPGs - Non SBIR/STTR,9392904,"SAID, NEVEEN",10554462,Regulation of Urinary Bladder Carcinogenesis and Progression by SPARC,BIOLOGY,SCHOOLS OF MEDICINE,228750,125813,354563,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,04.12.17,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA207222-02,RPGs - Non SBIR/STTR,9442746,"SINGH, RAVI N",9548968,Development of a novel therapeutic agent that exploits specific vulnerabilities in claudin low breast cancer,BIOLOGY,SCHOOLS OF MEDICINE,228750,122794,351544,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,13.03.18,PA16-160
CANCER BIOLOGY,Wake Forest,NA,9021205,1F31CA224805-01A1,Training - Individual,9611671,"SIRKISOON, SHERONA R",12641293,Role of Truncated GLI1 in Glioma Stem Cells,BIOLOGY,SCHOOLS OF MEDICINE,44524,NA,44524,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,10.09.18,PA16-308
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA131231-10,RPGs - Non SBIR/STTR,9519962,"SUN, PEIQING",1972318,Role of Tip60 in Oncogene-Induced Senescence and Tumor Suppression,BIOLOGY,SCHOOLS OF MEDICINE,225000,123750,348750,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,09.07.18,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA172115-06,RPGs - Non SBIR/STTR,9512728,"SUN, PEIQING",1972318,The role of microRNA in oncogene-induced senescence and cancer development,BIOLOGY,SCHOOLS OF MEDICINE,207500,114125,321625,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,29.06.18,PA11-260
CANCER BIOLOGY,Wake Forest,NA,9021205,1U01CA214282-01A1,RPGs - Non SBIR/STTR,9568927,"VIDI, PIERRE-ALEXANDRE",10543585,Chromatin mobility in response to DNA damage,BIOLOGY,SCHOOLS OF MEDICINE,482378,152028,634406,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,19.09.18,PAR15-021
CANCER BIOLOGY,Wake Forest,NA,9021205,1R21CA219899-01A1,RPGs - Non SBIR/STTR,9585261,"WADAS, THADDEUS J",8088107,PET imaging of the tumor microenvironment for cancer detection,BIOLOGY,SCHOOLS OF MEDICINE,130500,71775,202275,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,22.05.18,PAR16-176
CANCER BIOLOGY,Wake Forest,NA,9021205,1R25CA229105-01,Other Research-Related,9567789,"WATABE, KOUNOSUKE",1980402,Training program to promote diversity in cancer research,BIOLOGY,SCHOOLS OF MEDICINE,116219,9298,125517,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,20.09.18,PAR16-138
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA205067-02,RPGs - Non SBIR/STTR,9394787,"WATABE, KOUNOSUKE",1980402,"Roles of long-non-coding RNA, XIST, in brain metastasis of breast cancer",BIOLOGY,SCHOOLS OF MEDICINE,289714,159343,449057,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,21.12.17,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA185650-03,RPGs - Non SBIR/STTR,9383028,"WATABE, KOUNOSUKE",1980402,Role of inflammation and microRNA network in brain metastasis of breast cancer,BIOLOGY,SCHOOLS OF MEDICINE,253676,118590,372266,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,17.11.17,PA13-302
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA173499-05,RPGs - Non SBIR/STTR,9428430,"WATABE, KOUNOSUKE",1980402,Roles of hyaluronic acid in cancer stem cell niche,BIOLOGY,SCHOOLS OF MEDICINE,306771,152884,459655,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,24.01.18,PA11-260
CANCER BIOLOGY,Wake Forest,NA,9021205,1R37CA230451-01,RPGs - Non SBIR/STTR,9576731,"XING, FEI",11922025,Roles of neutrophils in c-Met mediated breast cancer brain metastases,BIOLOGY,SCHOOLS OF MEDICINE,228750,125813,354563,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,30.07.18,PA16-160
CANCER BIOLOGY,Wake Forest,NA,9021205,5R01CA183153-06,RPGs - Non SBIR/STTR,9397528,"ZHANG, WEI",1864497,Characterization of oncogenic FGFR3-TACC3 fusion gene in glioblastoma,BIOLOGY,SCHOOLS OF MEDICINE,198998,109449,308447,5,WINSTON-SALEM,NORTH CAROLINA,27157,Y,WAKE FOREST UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,16.11.17,PA11-260
ONCOLOGY,Wayne State,NA,9110501,1R37CA215427-01A1,RPGs - Non SBIR/STTR,9447960,"AZMI, ASFAR SOHAIL",9609623,Clinical Translation of Nuclear Export Inhibitor in Metastatic Pancreatic Cancer,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,228750,123525,352275,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11.01.18,PA16-160
ONCOLOGY,Wayne State,NA,9110501,3P30CA022453-36S5,Research Centers,9750988,"BEPLER, GEROLD",1967939,Administrative Supplement to Cancer Center Support Grant to Support Acquisition and Annotation of Biospecimens,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,30000,16200,46200,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,30.08.18,PA18-591
ONCOLOGY,Wayne State,NA,9110501,3P30CA022453-36S3,Research Centers,9758410,"BEPLER, GEROLD",1967939,Cancer Center Support Grant,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,58437,31556,89993,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,21.08.18,PAR13-386
ONCOLOGY,Wayne State,NA,9110501,3P30CA022453-36S4,Research Centers,9758430,"BEPLER, GEROLD",1967939,Cancer Center Support Grant,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,82887,44759,127646,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,27.08.18,PAR13-386
ONCOLOGY,Wayne State,NA,9110501,5P30CA022453-36,Research Centers,9384720,"BEPLER, GEROLD",1967939,Cancer Center Support Grant,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,1663914,898514,2562428,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,28.11.17,PAR13-386
ONCOLOGY,Wayne State,NA,9110501,3P30CA022453-36S1,Research Centers,9617432,"BEPLER, GEROLD",1967939,Cancer Center Support Grant,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,85227,46023,131250,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,08.01.18,PAR13-386
ONCOLOGY,Wayne State,NA,9110501,3P30CA022453-36S2,Research Centers,9697908,"BEPLER, GEROLD",1967939,Cancer Center Support Grant,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,228528,123405,351933,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,08.06.18,PAR13-386
ONCOLOGY,Wayne State,NA,9110501,1R21CA220311-01A1,RPGs - Non SBIR/STTR,9511117,"BOCK, CATHRYN H",3116523,Prostate Cancer Susceptibility Gene Identification in Chromosome 5 Candidate Region,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,116048,61981,178029,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,06.06.18,PAR15-092
ONCOLOGY,Wayne State,NA,9110501,5F31CA213807-02,Training - Individual,9532569,"BROCK, ETHAN J",14241658,Sprouty4 is a negative regulator of ERK/MAPK signaling in breast cancer and plays a role in the transition from in situ to invasive disease,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,40958,NA,40958,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,17.07.18,PA16-309
ONCOLOGY,Wayne State,NA,9110501,5R01CA200864-03,RPGs - Non SBIR/STTR,9492551,"COTE, MICHELE L",8462233,Molecular Classification of High Grade Endometrial Cancers: Extending TCGA Findings to a Diverse Population,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,399269,198403,597672,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,16.08.18,PA13-302
ONCOLOGY,Wayne State,NA,9110501,1F30CA228221-01,Training - Individual,9539419,"DEKHNE, AAMOD",14891041,Dual Targeting Cytosolic and Mitochondrial One-Carbon Metabolism with Novel 5-substituted Pyrrolopyrimidines,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,42124,NA,42124,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,19.02.18,PA16-306
ONCOLOGY,Wayne State,NA,9110501,5R01CA200718-03,RPGs - Non SBIR/STTR,9397535,"EGGLY, SUSAN S",8097733,A Multilevel Intervention to Increase the Participation of African Americans in Prostate Cancer Clinical Trials,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,479921,185714,665635,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,13.12.17,PA13-302
ONCOLOGY,Wayne State,NA,9110501,5U10CA180835-05,Other Research-Related,9442711,"FLAHERTY, LAWRENCE E",1885004,NCI National Clinical Trials Network-Network Lead Academic Participating Site,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,531412,135891,667303,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,27.02.18,RFACA12-013
ONCOLOGY,Wayne State,NA,9110501,5F31CA210682-02,Training - Individual,9553356,"GUASTELLA, ANTHONY",14238992,Patient-derived glioblastoma in vitro and in vivo studies of tryptophan metabolism via the kynurenine pathway,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,40958,NA,40958,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,15.08.18,PA16-308
ONCOLOGY,Wayne State,NA,9110501,5R21MD011766-02,RPGs - Non SBIR/STTR,9543555,"HAMEL, LAUREN M",11944991,Nonverbal Synchrony as a Behavioral Maker of Patient and Physician Racial Attitudes and Predictor of Outcomes of Clinical Interactions,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,137055,51774,188829,13,DETROIT,MICHIGAN,48202,Y,WAYNE STATE UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,24.04.18,PA16-161
